collision_id,crash_date,crash_time,on_street_name,cross_street_name,off_street_name,borough,zip_code,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,longitude,latitude
4513496,2022-03-26,5:02,CONEY ISLAND AVENUE,QUENTIN ROAD,,BROOKLYN,11223,0,0,0,0,0,0,0,0,Fell Asleep,-73.961975,40.60784
4514266,2022-03-25,9:45,CROSS ISLAND PARKWAY,,,,,0,0,0,0,0,0,0,0,Unspecified,-73.74328,40.752563
4513680,2022-03-26,22:54,,,177       4 AVENUE,BROOKLYN,11217,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,-73.98232,40.67848
4513861,2022-03-26,21:00,,,1115      63 STREET,BROOKLYN,11219,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-74.004166,40.629475
4514326,2022-03-26,17:29,EASTERN PARKWAY,UTICA AVENUE,,BROOKLYN,11213,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,-73.93113,40.668797
4513739,2022-03-26,2:10,WEST 38 STREET,8 AVENUE,,MANHATTAN,10018,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,-73.99164,40.754707
4514180,2022-03-25,0:00,EAST FORDHAM ROAD,SOUTHERN BOULEVARD,,BRONX,10458,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-73.8808,40.85713
4514209,2022-03-26,4:00,GRAND CONCOURSE,EAST 183 STREET,,BRONX,10468,0,0,0,0,0,0,0,0,Unsafe Speed,-73.89996,40.857418
4513795,2022-03-26,4:34,CENTRAL AVENUE,66 PLACE,,QUEENS,11385,0,0,0,0,0,0,0,0,Unsafe Speed,-73.888054,40.702972
4514297,2022-03-09,11:56,WEST 84 STREET,,,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,-73.97598,40.786366
4513572,2022-03-26,14:41,70 STREET,12 AVENUE,,BROOKLYN,11228,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,-74.00668,40.624474
4513591,2022-03-26,18:00,39 AVENUE,BELL BOULEVARD,,QUEENS,11361,0,0,0,0,0,0,0,0,Unspecified,-73.771904,40.76532
4514011,2022-03-26,13:30,AVENUE U,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-73.96686,40.597683
4513701,2022-03-26,13:20,SAINT JOHNS AVENUE,TOMPKINS AVENUE,,STATEN ISLAND,10305,1,0,0,0,0,0,1,0,Traffic Control Disregarded,-74.06969,40.609768
4514155,2022-03-25,21:35,,,231       EAST 117 STREET,MANHATTAN,10035,0,0,0,0,0,0,0,0,Following Too Closely,-73.938705,40.798286
4514334,2022-03-23,21:00,,,25-03     120 STREET,QUEENS,11354,0,0,0,0,0,0,0,0,Unspecified,-73.848015,40.776764
4513548,2022-03-26,12:00,,,39-34     51 STREET,QUEENS,11377,0,0,0,0,0,0,0,0,Unspecified,-73.91309,40.747498
4514046,2022-03-26,13:28,GRAHAM AVENUE,DEBEVOISE STREET,,BROOKLYN,11206,1,0,0,0,0,0,1,0,Following Too Closely,-73.942276,40.701637
4513581,2022-03-26,19:12,,,94-39     120 STREET,QUEENS,11419,0,0,0,0,0,0,0,0,Unsafe Speed,-73.826546,40.69349
4513772,2022-03-26,21:29,WETHEROLE STREET,65 ROAD,,QUEENS,11374,1,0,1,0,0,0,0,0,Unsafe Speed,-73.85943,40.726463
4514221,2022-03-25,13:21,EAST 188 STREET,ARTHUR AVENUE,,BRONX,10458,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,-73.886826,40.856434
4514277,2022-03-22,8:20,BURKE AVENUE,BRONX PARK EAST,,BRONX,10467,1,0,0,0,1,0,0,0,Turning Improperly,-73.87057,40.87151
4514166,2022-03-26,22:30,,,386       CLINTON AVENUE,BROOKLYN,11238,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,-73.96758,40.68686
4513691,2022-03-26,11:20,CONEY ISLAND AVENUE,,,,,1,0,0,0,0,0,1,0,Alcohol Involvement,-73.96518,40.624763
4513782,2022-03-26,18:17,130 AVENUE,BROOKVILLE BOULEVARD,,QUEENS,11422,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,-73.729225,40.678417
4514390,2022-03-14,10:30,,,160-18    110 AVENUE,QUEENS,11433,0,0,0,0,0,0,0,0,Unspecified,-73.79078,40.692596
4514215,2022-03-26,1:30,CALAMUS AVENUE,72 STREET,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-73.891754,40.734486
4513994,2022-03-26,3:23,,,2291      NEW ENGLAND THRUWAY,BRONX,10475,1,0,0,0,0,0,1,0,Following Too Closely,-73.82641,40.88399
4513503,2022-03-26,1:45,,,41        IRVING PLACE,BROOKLYN,11238,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-73.95998,40.683872
4514151,2022-03-05,14:52,,,30        PALADINO AVENUE,MANHATTAN,10035,0,0,0,0,0,0,0,0,Unspecified,-73.92929,40.799484
4513655,2022-03-26,20:27,FULTON STREET,,,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,-74.00482,40.70839
4514070,2022-03-26,18:19,WEST 51 STREET,11 AVENUE,,MANHATTAN,10019,0,0,0,0,0,0,0,0,Unspecified,-73.99418,40.766502
4513952,2022-03-26,23:00,,,115-36    122 STREET,QUEENS,11420,0,0,0,0,0,0,0,0,Alcohol Involvement,-73.816284,40.676304
4513827,2022-03-26,18:00,GEORGIA AVENUE,LIVONIA AVENUE,,BROOKLYN,11207,0,0,0,0,0,0,0,0,Unsafe Speed,-73.89593,40.66447
4514285,2022-03-23,20:40,WEST STREET,,,,,0,0,0,0,0,0,0,0,Unsafe Speed,-74.014885,40.709835
4521782,2022-04-24,11:45,BELT PARKWAY,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-73.94157,40.585342
4457012,2021-09-11,12:01,,,3         EAST 31 STREET,MANHATTAN,10016,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,-73.9856,40.746395
4457022,2021-09-10,11:00,OCEAN PARKWAY,AVENUE M,,BROOKLYN,11230,0,0,0,0,0,0,0,0,Unspecified,-73.96912,40.617004
4456987,2021-09-11,20:15,,,116       FRANKLIN STREET,MANHATTAN,10013,0,0,0,0,0,0,0,0,Unspecified,-74.00615,40.718662
4456970,2021-09-09,8:15,,,590       DEAN STREET,BROOKLYN,11238,0,0,0,0,0,0,0,0,Backing Unsafely,-73.97028,40.680664
4485574,2021-12-10,23:07,BERGEN STREET,EASTERN PARKWAY,,BROOKLYN,11233,0,0,0,0,0,0,0,0,Unspecified,-73.91012,40.67392
4485894,2021-12-10,21:50,MAJOR DEEGAN EXPRESSWAY,,,,,0,0,0,0,0,0,0,0,Other Vehicular,-73.924355,40.806835
4485637,2021-11-27,5:40,,,1100      EAST 58 STREET,BROOKLYN,11234,0,0,0,0,0,0,0,0,Unspecified,-73.920105,40.627735
4484930,2021-12-09,5:15,ROCKAWAY BOULEVARD,VANWYCK EXPRESSWAY,,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,0.0000000,0.0000000
4484996,2021-12-08,12:58,,,203       LINCOLN ROAD,BROOKLYN,11225,0,0,0,0,0,0,0,0,Unspecified,-73.955765,40.661263
4484861,2021-12-08,17:50,CROSS BRONX EXPY,,,,,0,0,0,0,0,0,0,0,Following Too Closely,-73.907295,40.844883
4485177,2021-12-10,4:30,,,30-27     87 STREET,QUEENS,11369,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-73.88162,40.76104
4485316,2021-12-10,21:22,FRANKLIN AVENUE,,,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,-73.9583,40.669777
4485668,2021-12-10,8:30,,,425       CLAREMONT PARKWAY,BRONX,10457,0,0,0,0,0,0,0,0,Unsafe Lane Changing,-73.90436,40.839443
4485385,2021-12-10,12:15,13 STREET,QUEENS PLAZA SOUTH,,QUEENS,11101,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-73.94507,40.75245
4484892,2021-12-08,14:38,,,25        FLATBUSH AVENUE,BROOKLYN,11217,0,0,0,0,0,0,0,0,Passing Too Closely,-73.980125,40.687748
4485246,2021-12-03,13:40,HUTCHINSON RIVER PARKWAY,,,,,0,0,0,0,0,0,0,0,Unspecified,-73.81853,40.87356
4485893,2021-12-10,8:50,,,800       EAST 156 STREET,BRONX,10455,1,0,0,0,0,0,1,0,Other Vehicular,-73.90373,40.8176
4485586,2021-12-09,19:45,GLENWOOD ROAD,EAST 83 STREET,,BROOKLYN,11236,0,0,0,0,0,0,0,0,Unspecified,-73.91275,40.638428
4485696,2021-12-10,16:07,,,416       WEST 129 STREET,MANHATTAN,10027,0,0,0,0,0,0,0,0,Unspecified,-73.95211,40.813885
4485123,2021-12-08,6:37,VERRAZANO BRIDGE UPPER,,,,,0,0,0,0,0,0,0,0,Following Too Closely,,
4485914,2021-12-10,21:20,,,204       EAST 84 STREET,MANHATTAN,10028,0,0,0,0,0,0,0,0,Unsafe Speed,-73.95456,40.77733
4485304,2021-12-10,23:16,CHAMBERS STREET,,,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,-74.00407,40.713135
4485055,2021-12-09,17:21,BROADWAY,,,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,-73.98217,40.775486
4485539,2021-12-09,7:30,BOYNTON PLACE,WEST 7 STREET,,BROOKLYN,11223,0,0,0,0,0,0,0,0,Unspecified,-73.97752,40.591137
4485241,2021-11-24,23:58,BROADWAY,,,,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,-73.92728,40.865536
4485153,2021-12-09,17:00,,,140       WEST 58 STREET,MANHATTAN,10019,1,0,0,0,1,0,0,0,Following Too Closely,-73.97795,40.76551
4484897,2021-12-08,8:15,OCEAN PARKWAY,18 AVENUE,,BROOKLYN,11230,0,0,0,0,0,0,0,0,Unspecified,-73.97217,40.63311
4456035,2021-09-11,2:20,BRONX RIVER PARKWAY,,,,,1,0,0,0,0,0,1,0,Alcohol Involvement,-73.87245,40.823772
4456704,2021-07-09,12:00,ITTNER PLACE,,,,,0,0,0,0,0,0,0,0,Passing Too Closely,-73.90247,40.84497
4456122,2021-09-11,15:25,VERRAZANO BRIDGE UPPER,,,,,0,0,0,0,0,0,0,0,Unspecified,,
4456919,2021-09-10,14:50,BROOKLYN QUEENS EXPRESSWAY,,,,,0,0,0,0,0,0,0,0,Unspecified,-74.00075,40.675507
4456686,2021-07-01,17:45,BEACH CHANNEL DRIVE,HORTON AVENUE,,QUEENS,11691,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,-73.75372,40.609535
4456588,2021-07-07,13:45,LEROY STREET,BEDFORD STREET,,MANHATTAN,10014,0,0,0,0,0,0,0,0,Driver Inexperience,-74.00431,40.730446
4456879,2021-09-11,12:00,,,80-25     165 STREET,QUEENS,11432,0,0,0,0,0,0,0,0,Unspecified,-73.8026,40.721645
4456573,2021-07-07,17:30,BRUCKNER EXPRESSWAY,,,,,0,0,0,0,0,0,0,0,Unspecified,-73.82622,40.853477
4455749,2021-09-11,2:55,135 PLACE,133 AVENUE,,QUEENS,11420,0,0,0,0,0,0,0,0,Alcohol Involvement,-73.80265,40.66901
4456087,2021-09-11,17:15,,,694       FOREST AVENUE,STATEN ISLAND,10310,1,0,1,0,0,0,0,0,Unspecified,-74.1123,40.629475
4456941,2021-09-03,17:14,CLINTON STREET,DE GRAW STREET,,BROOKLYN,11231,0,0,0,0,0,0,0,0,Passing Too Closely,-73.99724,40.6843
4456691,2021-07-08,12:30,FDR DRIVE,,,,,0,0,0,0,0,0,0,0,Following Too Closely,-73.950005,40.767612
4456765,2021-08-23,11:50,7 AVENUE,,,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,-73.9544,40.80066
4456435,2021-09-11,21:34,BOSTON ROAD,FENTON AVENUE,,BRONX,10469,0,0,0,0,0,0,0,0,Turning Improperly,-73.848175,40.87645
4456181,2021-09-11,11:30,,,87-46     52 AVENUE,QUEENS,11373,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,-73.876144,40.737865
4456550,2021-09-06,10:34,21 STREET,33 ROAD,,,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,-73.93277,40.764103
4456615,2021-07-08,15:56,BELT PARKWAY,,,,,1,0,0,0,0,0,1,0,Other Vehicular,-73.76994,40.66735
4456647,2021-07-07,23:06,HENRY HUDSON PARKWAY,,,,,0,0,0,0,0,0,0,0,Passing Too Closely,-73.95642,40.824265
4455820,2021-09-11,6:51,GREENE AVENUE,,,,,0,0,0,0,0,0,0,0,Backing Unsafely,-73.9156,40.702045
4456845,2021-09-07,12:30,SAINT NICHOLAS AVENUE,,,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,-73.931,40.85306
4456191,2021-09-11,4:10,WEST 181 STREET,FORT WASHINGTON AVENUE,,MANHATTAN,10033,0,0,0,0,0,0,0,0,Unspecified,0.0000000,0.0000000
4456586,2021-07-08,9:25,BUSHWICK AVENUE,,,,,0,0,0,0,0,0,0,0,Turning Improperly,-73.932274,40.697315
4456718,2021-09-11,6:40,LIBERTY AVENUE,,,,,0,0,0,0,0,0,0,0,Passing Too Closely,-73.859535,40.679344
4456821,2021-09-11,17:35,,,137-65    QUEENS BOULEVARD,QUEENS,11435,0,0,0,0,0,0,0,0,Unspecified,-73.81877,40.708923
4456608,2021-07-08,17:17,ROME AVENUE,UPTON STREET,,STATEN ISLAND,10304,1,0,0,0,0,0,1,0,Lost Consciousness,-74.09572,40.60203
4456531,2021-09-10,3:00,VAN WYCK EXPWY,,,,,1,0,0,0,0,0,1,0,Unsafe Speed,-73.81173,40.693787
4455832,2021-09-11,5:59,EAST 167 STREET,BRYANT AVENUE,,BRONX,10459,0,0,0,0,0,0,0,0,Unspecified,-73.888855,40.826767
4456735,2021-09-09,11:39,CLAWSON STREET,PRINCETON AVENUE,,STATEN ISLAND,10306,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,-74.116234,40.56692
4408019,2021-04-13,17:30,33 st,31ave,,QUEENS,11106,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,
4456734,2021-09-11,17:40,12 AVENUE,71 STREET,,BROOKLYN,11228,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-74.00726,40.623913
4455983,2021-09-11,22:15,BELT PARKWAY,,,,,0,0,0,0,0,0,0,0,Following Too Closely,-73.99508,40.592422
4456323,2021-09-11,7:15,FULTON STREET,SCHENCK AVENUE,,BROOKLYN,11207,0,0,0,0,0,0,0,0,Unspecified,-73.88988,40.6783
4456889,2021-09-10,17:00,74 STREET,37 AVENUE,,QUEENS,11372,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-73.89176,40.748962
4456679,2021-07-08,11:33,,,1222      EAST 83 STREET,BROOKLYN,11236,0,0,0,0,0,0,0,0,Driver Inexperience,-73.90506,40.631508
4456373,2021-09-11,21:48,SUTPHIN BOULEVARD,,,,,0,0,0,0,0,0,0,0,Alcohol Involvement,-73.790955,40.677322
4513885,2022-03-26,10:30,BRIGHTON BEACH AVENUE,,,,,0,0,0,0,0,0,0,0,Following Too Closely,-73.965836,40.57666
4456758,2021-09-11,19:00,WEST 120 STREET,,,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,-73.94782,40.804585
4456498,2021-09-11,22:23,OGDEN AVENUE,WEST 164 STREET,,BRONX,10452,0,0,0,0,0,0,0,0,Following Too Closely,-73.92939,40.832916
4455941,2021-09-11,15:00,222 STREET,93 ROAD,,QUEENS,11428,1,0,1,0,0,0,0,0,Unspecified,-73.73332,40.722515
4456778,2021-09-10,10:20,ATLANTIC AVENUE,111 STREET,,QUEENS,11419,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,-73.83484,40.692127
4455883,2021-09-11,0:00,HALLECK STREET,VIELE AVENUE,,BRONX,10474,0,0,0,0,0,0,0,0,Traffic Control Disregarded,-73.8798,40.807537
4456627,2021-07-06,15:01,BRONX BOULEVARD,EAST GUN HILL ROAD,,BRONX,10467,0,0,0,0,0,0,0,0,Other Vehicular,-73.86944,40.878128
4456640,2021-07-09,4:00,GRAND CENTRAL PKWY,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-73.854164,40.75777
4456812,2021-09-10,8:45,,,940       ROCKAWAY AVENUE,BROOKLYN,11212,0,0,0,0,0,0,0,0,Unspecified,-73.907486,40.6569
4455924,2021-09-11,11:51,CROSS BRONX EXPY,,,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,-73.92632,40.845024
4455894,2021-09-11,18:50,BRUCKNER BOULEVARD,TIFFANY STREET,,BRONX,10459,1,0,0,0,0,0,1,0,Unspecified,-73.89319,40.817795
4456596,2021-07-02,7:10,MAJOR DEEGAN EXPRESSWAY,,,,,1,0,0,0,0,0,1,0,Driver Inexperience,-73.93062,40.81915
4456742,2021-09-06,13:26,,,1466      MANOR ROAD,STATEN ISLAND,10314,0,0,0,0,0,0,0,0,Backing Unsafely,-74.12734,40.591778
4455969,2021-09-11,5:30,21 STREET,41 AVENUE,,QUEENS,11101,1,0,0,0,0,0,1,0,Following Too Closely,-73.94244,40.753994
4455841,2021-09-11,12:55,,,101       PRINCE STREET,MANHATTAN,10012,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,-73.999,40.724846
4456497,2021-09-11,14:00,CROSS BRONX EXPY RAMP,,,,,2,0,0,0,0,0,2,0,Following Too Closely,,
4456711,2021-07-09,12:30,WEST 147 STREET,,,,,0,0,0,0,0,0,0,0,Other Vehicular,-73.93813,40.822933
4456154,2021-09-11,13:00,FULTON STREET,,,,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,-73.951164,40.680477
4456204,2021-09-11,15:00,TILDEN AVENUE,EAST 51 STREET,,BROOKLYN,11203,0,0,0,0,0,0,0,0,Backing Unsafely,-73.929,40.648243
4456683,2021-07-08,15:30,ROCKAWAY PARKWAY,FLATLANDS AVENUE,,BROOKLYN,11236,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,-73.90067,40.64366
4456696,2021-07-09,11:15,JEFFERSON AVENUE,,,,,0,0,0,0,0,0,0,0,Passing Too Closely,-73.94121,40.6843
4456521,2021-09-02,10:45,TARGEE STREET,,,,,1,0,0,0,0,0,1,0,Lost Consciousness,-74.091354,40.602425
4456865,2021-09-07,17:35,,,1065      NOSTRAND AVENUE,BROOKLYN,11225,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,-73.95077,40.662037
4456389,2021-09-11,19:08,NEVINS STREET,BUTLER STREET,,BROOKLYN,11217,0,0,0,0,0,0,0,0,Following Too Closely,-73.98568,40.68164
4456512,2021-09-11,10:25,1 AVENUE,EAST 93 STREET,,MANHATTAN,10128,0,0,0,0,0,0,0,0,Backing Unsafely,-73.94614,40.781315
4455860,2021-09-11,14:00,72 STREET,41 AVENUE,,,,0,0,0,0,0,0,0,0,Unspecified,-73.89325,40.74498
4456782,2021-08-29,0:12,VICTORY BOULEVARD,HARVEY AVENUE,,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,-74.13918,40.6117
4455949,2021-09-11,23:48,FLATBUSH AVENUE,AVENUE O,,BROOKLYN,11234,0,0,0,0,0,0,0,0,Unsafe Speed,-73.92991,40.616295
4456097,2021-09-11,1:45,18 AVENUE,COLLEGE POINT BOULEVARD,,QUEENS,11356,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,-73.84586,40.78322
4456623,2021-07-08,17:13,,,1851      ADEE AVENUE,BRONX,10469,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-73.83709,40.87122
4456775,2021-09-09,11:39,86 STREET,103 AVENUE,,QUEENS,11416,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,-73.852684,40.680077
4456664,2021-07-06,19:00,,,1908      PROSPECT AVENUE,BRONX,10457,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-73.88987,40.843384
4456370,2021-09-11,17:19,146 STREET,,,,,0,0,0,0,0,0,0,0,Passing Too Closely,-73.794624,40.680023
4456567,2021-07-06,18:00,,,133       MILTON STREET,BROOKLYN,11222,0,0,0,0,0,0,0,0,Obstruction/Debris,-73.955444,40.72937
4456628,2021-07-05,17:20,ELTON STREET,JAMAICA AVENUE,,BROOKLYN,11208,0,0,0,0,0,0,0,0,Driver Inexperience,-73.88565,40.683754
4456844,2021-09-11,9:10,DUNLOP AVENUE,,,,,0,0,0,0,0,0,0,0,Turning Improperly,-73.76984,40.70413
4455985,2021-09-11,21:45,AVENUE P,CONEY ISLAND AVENUE,,BROOKLYN,11223,0,0,0,0,0,0,0,0,Unspecified,-73.96239,40.609985
4456655,2021-07-09,6:51,SUTTER AVENUE,SHERIDAN AVENUE,,BROOKLYN,11208,1,0,1,0,0,0,0,0,View Obstructed/Limited,-73.86576,40.673676
4456058,2021-09-11,21:00,LEXINGTON AVENUE,EAST 42 STREET,,MANHATTAN,10168,1,0,0,0,0,0,1,0,Unspecified,-73.97606,40.751442
4456600,2021-07-08,14:30,,,1         ORCHARD BEACH ROAD,BRONX,10464,1,0,0,0,0,0,1,0,Unspecified,-73.801544,40.86514
4455907,2021-09-11,18:38,,,70-31     108 STREET,QUEENS,11375,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,-73.84406,40.72218
4456549,2021-09-11,15:28,,,90        PALADINO AVENUE,MANHATTAN,10035,0,0,0,0,0,0,0,0,Unspecified,-73.9296,40.797924
4456897,2021-09-05,16:40,62 STREET,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-73.99754,40.626373
4456407,2021-09-11,5:26,WEST GUN HILL ROAD,,,,,1,0,0,0,0,0,1,0,Lost Consciousness,-73.882095,40.883133
4456480,2021-09-11,12:30,,,4526      BRONX BOULEVARD,BRONX,10470,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,-73.85589,40.90222
4456829,2021-09-10,12:10,UNION TURNPIKE,181 STREET,,QUEENS,11366,0,0,0,0,0,0,0,0,Backing Unsafely,-73.78739,40.72717
4456660,2021-06-26,10:30,,,31-29     DWIGHT AVENUE,QUEENS,11691,0,0,0,0,0,0,0,0,Unspecified,-73.76711,40.600792
4456715,2021-07-01,21:00,JEROME AVENUE,,,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,-73.91475,40.84434
4408080,2021-04-16,17:55,BROADWAY,CONWAY STREET,,BROOKLYN,11233,0,0,0,0,0,0,0,0,Unspecified,-73.90405,40.67922
4456543,2021-09-11,13:10,,,129       EAST 123 STREET,MANHATTAN,10035,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-73.93815,40.802982
4456592,2021-07-04,0:58,,,145       JAVA STREET,BROOKLYN,11222,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,-73.955315,40.731544
4456140,2021-09-11,2:38,,,111-48    VANWYCK EXPRESSWAY,QUEENS,11420,1,0,1,0,0,0,0,0,Unsafe Speed,-73.80648,40.683323
4456577,2021-07-04,21:00,FRANKLIN STREET,INDIA STREET,,BROOKLYN,11222,1,0,0,0,1,0,0,0,Alcohol Involvement,-73.95795,40.732006
4456200,2021-09-11,18:00,LINDEN BOULEVARD,EAST 91 STREET,,BROOKLYN,11212,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,-73.92044,40.6544
4456687,2021-07-02,16:45,,,57-07     SHORE FRONT PARKWAY,QUEENS,11692,0,0,0,0,0,0,0,0,Unsafe Speed,-73.786385,40.589592
4456076,2021-09-11,15:10,EAST 22 STREET,,,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,-73.97891,40.736164
4456692,2021-07-03,10:18,DEERFIELD ROAD,BEACH 29 STREET,,QUEENS,11691,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,-73.76237,40.59723
4456921,2021-09-11,14:40,HAMILTON AVENUE,COURT STREET,,BROOKLYN,11231,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,-73.999954,40.67393
4456350,2021-09-11,2:00,CROSS BRONX EXPY,,,,,0,0,0,0,0,0,0,0,Unsafe Speed,-73.88572,40.840153
4456751,2021-09-11,23:00,HASTINGS STREET,,,,,0,0,0,0,0,0,0,0,Unspecified,-74.067116,40.599503
4456619,2021-07-04,8:00,,,851       NOBLE AVENUE,BRONX,10473,0,0,0,0,0,0,0,0,Unspecified,-73.868065,40.822456
4456001,2021-09-11,15:30,,,2014      WEST 4 STREET,BROOKLYN,11223,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-73.97592,40.59841
4456560,2021-09-11,14:30,,,84-22     91 STREET,QUEENS,11421,0,0,0,0,0,0,0,0,Passing Too Closely,-73.85476,40.697083
4456632,2021-07-08,6:00,,,4203      ONEIDA AVENUE,BRONX,10470,0,0,0,0,0,0,0,0,Turning Improperly,-73.87246,40.896385
4456853,2021-08-11,0:01,105 AVENUE,,,,,0,0,0,0,0,0,0,0,Unsafe Speed,-73.80372,40.695637
4456250,2021-09-11,9:30,BROOKLYN QUEENS EXPRESSWAY,,,,,0,0,0,0,0,0,0,0,Passing Too Closely,-73.996254,40.69982
4456750,2021-09-11,16:40,JEFFERSON STREET,,,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,-74.09794,40.590313
4456089,2021-09-11,18:05,WHITESTONE EXPRESSWAY,,,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,-73.82394,40.787544
4456279,2021-09-11,2:00,SHEPHERD AVENUE,GLENMORE AVENUE,,BROOKLYN,11208,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-73.88113,40.67539
4456768,2021-09-07,8:03,,,331       BAY STREET,STATEN ISLAND,10301,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,-74.07516,40.634007
4456183,2021-09-11,13:53,,,77-00     QUEENS BOULEVARD,QUEENS,11373,0,0,0,0,0,0,0,0,Backing Unsafely,-73.88628,40.73844
4456582,2021-07-08,11:50,BRADLEY AVENUE,NORTH GANNON AVENUE,,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,-74.13216,40.60855
4456789,2021-09-11,14:00,,,2505      RICHMOND AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-74.16865,40.58573
4455757,2021-09-11,7:09,BEDFORD AVENUE,AVENUE U,,BROOKLYN,11229,1,0,0,0,0,0,1,0,Unspecified,-73.94664,40.599907
4456604,2021-07-08,15:40,,,1871      PARK AVENUE,MANHATTAN,10035,0,0,0,0,0,0,0,0,Driver Inexperience,-73.93782,40.806713
4457032,2021-09-07,3:00,ROOSEVELT AVENUE,89 STREET,,QUEENS,11372,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,-73.87742,40.748318
4456651,2021-07-05,6:00,BAISLEY BOULEVARD,119 ROAD,,QUEENS,11434,0,0,0,0,0,0,0,0,Other Vehicular,-73.76815,40.68651
4456045,2021-09-11,10:48,BRONX RIVER PARKWAY RAMP,,,,,1,0,0,0,0,0,1,0,Unspecified,,
4456537,2021-09-10,19:15,STATEN ISLAND EXPRESSWAY,,,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,-74.177124,40.624203
4456646,2021-07-06,9:37,CLEARVIEW EXPRESSWAY,,,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,-73.77161,40.744526
4456631,2021-07-01,15:30,RICHMOND AVENUE,YUKON AVENUE,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,-74.16974,40.576965
4456572,2021-07-07,18:04,ARNOW PLACE,WESTCHESTER AVENUE,,BRONX,10461,1,0,0,0,0,0,1,0,Following Too Closely,-73.8302,40.8502
