collision_id,crash_date,crash_time,street_name,borough,county,zip_code,latitude,longitude,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle
4457032,2021-09-07,3:00,Roosevelt Avenue & 89 Street,Queens,Queens County,11372,40.748318,-73.87742,1,0,0,0,0,0,1,0,Driver Inattention/Distraction
4456651,2021-07-05,6:00,Baisley Boulevard & 119 Road,Queens,Queens County,11434,40.68651,-73.76815,0,0,0,0,0,0,0,0,Other Vehicular
4456045,2021-09-11,10:48,Bronx River Parkway Ramp,Bronx,Bronx County,10466,40.887063,-73.865309,1,0,0,0,0,0,1,0,Unspecified
4456537,2021-09-10,19:15,Staten Island Expressway,Staten Island,Richmond County,10305,40.624203,-74.177124,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper
4456646,2021-07-06,9:37,Clearview Expressway,Queens,Queens County,11427,40.744526,-73.77161,2,0,0,0,0,0,2,0,Driver Inattention/Distraction
4456631,2021-07-01,15:30,Richmond Avenue & Yukon Avenue,Staten Island,Richmond County,10311,40.576965,-74.16974,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456572,2021-07-07,18:04,Arnow Place & Westchester Avenue,Bronx,Bronx County,10461,40.8502,-73.8302,1,0,0,0,0,0,1,0,Following Too Closely
4456851,2021-09-08,17:40,65        Bayard Street,Manhattan,New York County,10013,40.715477,-73.998085,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4455822,2021-09-11,7:33,Bedford Avenue & Avenue P,Brooklyn,Kings County,11229,40.611477,-73.94883,1,0,0,0,0,0,1,0,Unspecified
4456587,2021-07-08,11:50,Bushwick Avenue & Eastern Parkway,Brooklyn,Kings County,11207,40.681515,-73.90412,1,0,0,0,0,0,1,0,Passing Or Lane Usage Improper
4455993,2021-09-11,8:00,Bay Ridge Parkway & New Utrecht Avenue,Brooklyn,Kings County,11204,40.61578,-73.99995,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456721,2021-09-08,8:43,West 140 Street & Amsterdam Avenue,Manhattan,New York County,10031,40.82207,-73.94993,1,0,1,0,0,0,0,0,Driver Inattention/Distraction
4456186,2021-09-11,23:00,108-10    48 Avenue,Queens,Queens County,11368,40.74606,-73.85583,0,0,0,0,0,0,0,0,Unspecified
4456819,2021-09-09,12:00,Grand Central Parkway & Utopia Parkway,Queens,Queens County,11432,40.72013,-73.79038,1,0,0,0,0,0,1,0,Unspecified
4456609,2021-07-07,17:13,Linden Boulevard & Bedell Street,Queens,Queens County,11433,40.688435,-73.78765,1,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456078,2021-09-11,18:03,East 179 Street & Washington Avenue,Bronx,New York County,10457,40.84964,-73.89661,2,0,0,0,0,0,2,0,Failure To Yield Right-Of-Way
4456529,2021-09-09,17:00,85-01     Rockaway Boulevard,Queens,Queens County,11416,40.68329,-73.85491,0,0,0,0,0,0,0,0,Driver Inexperience
4456726,2021-09-08,18:13,415       West 127 Street,Manhattan,New York County,10027,40.812912,-73.95364,0,0,0,0,0,0,0,0,Driver Inexperience
4456558,2021-09-11,20:50,145-26    158 Street,Queens,Queens County,11434,40.6639,-73.7804,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper
4456705,2021-07-05,0:16,Edgemere Avenue & Beach 41 Street,Queens,Queens County,11691,40.59312,-73.772705,0,0,0,0,0,0,0,0,Driver Inexperience
4456123,2021-09-11,18:21,Verrazano Bridge Lower,Queens,Queens County,11101,40.752984,-73.945363,0,0,0,0,0,0,0,0,Unspecified
4456673,2021-06-29,16:26,Beach 9 Street & Seagirt Boulevard,Queens,Queens County,11691,40.596687,-73.74422,0,0,0,0,0,0,0,0,Following Too Closely
4456641,2021-07-09,3:52,Henry Hudson Parkway Ramp,Manhattan,New York County,10023,40.783512,-73.985346,0,0,0,0,0,0,0,0,Pavement Slippery
4456599,2021-07-08,8:50,Brooklyn Queens Expressway,Brooklyn,Kings County,11104,40.673107,-73.99959,0,0,0,0,0,0,0,0,Unsafe Lane Changing
4456688,2021-07-09,10:38,Rockaway Parkway & Avenue L,Brooklyn,Kings County,11236,40.63874,-73.8952,1,0,1,0,0,0,0,0,Tinted Windows
4455904,2021-09-11,17:45,Brookville Boulevard & 133 Avenue,Queens,Queens County,11422,40.675255,-73.73207,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4455927,2021-09-11,1:30,1523      Undercliff Avenue,Bronx,Bronx County,10453,40.846313,-73.92385,0,0,0,0,0,0,0,0,Passing Too Closely
4456395,2021-09-11,2:00,East 16 Street & Quentin Road,Brooklyn,Kings County,11229,40.608364,-73.95727,1,0,1,0,0,0,0,0,Driver Inattention/Distraction
4456745,2021-09-11,17:08,Verrazano Bridge Upper,Queens,Queens County,11101,40.753702,-73.94712,0,0,0,0,0,0,0,0,Following Too Closely
4456636,2021-07-08,23:25,Elton Street & Ridgewood Avenue,Brooklyn,Kings County,11208,40.682724,-73.88539,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456036,2021-09-11,1:20,Sound View Avenue & Stephens Avenue,Bronx,Kings County,10473,40.80789,-73.852844,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage
4456785,2021-09-10,0:00,Bradley Avenue & South Gannon Avenue,Staten Island,Richmond County,10314,40.607754,-74.13205,1,0,0,0,0,0,1,0,Failure To Yield Right-Of-Way
4456517,2021-09-08,16:33,West 33 Street & 7 Avenue,Manhattan,New York County,10001,40.7127281,-74.0060152,0,0,0,0,0,0,0,0,Unsafe Lane Changing
4456764,2021-09-10,11:17,Jackie Robinson Pkwy,Queens,Queens County,11415,40.708324,-73.84314,1,0,0,0,0,0,1,0,Following Too Closely
4456791,2021-09-10,17:08,1212      5 Avenue,Manhattan,New York County,10029,40.79194,-73.95281,1,0,0,0,0,0,1,0,Unspecified
4456614,2021-07-08,17:55,Delancey Street & Ludlow Street,Manhattan,New York County,10002,40.718792,-73.98902,1,0,0,0,0,0,1,0,Driver Inattention/Distraction
4455863,2021-09-11,13:35,East 194 Street,Bronx,Bronx County,11203,40.86463,-73.892136,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456313,2021-09-11,0:50,Fulton Street & Barbey Street,Brooklyn,Kings County,11207,40.67856,-73.889015,0,0,0,0,0,0,0,0,Fell Asleep
4456409,2021-09-11,3:00,East Houston Street,Manhattan,New York County,10009,40.721474,-73.98383,0,0,0,0,0,0,0,0,Passing Too Closely
4455916,2021-09-11,4:41,East 111 Street & Fdr Drive,Manhattan,New York County,10029,40.79184,-73.93556,0,0,0,0,0,0,0,0,Unspecified
4456096,2021-09-11,21:05,Whitestone Expressway,Queens,Queens County,11357,40.78076,-73.825424,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper
4456878,2021-09-11,20:59,Brooklyn Queens Expressway,Queens,Queens County,11104,40.7359,-73.91338,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456568,2021-07-04,22:22,Layton Avenue & Throgmortan Avenue,Brooklyn,New York County,10007,40.7127281,-74.0060152,1,0,1,0,0,0,0,0,
4456953,2021-09-10,21:03,299       South Street,Manhattan,New York County,10002,40.710697,-73.984634,1,0,0,0,0,0,0,0,Unspecified
4456522,2021-09-10,14:35,Fdr Drive,Manhattan,New York County,10128,40.760777,-73.95702,1,0,0,0,0,0,1,0,Following Too Closely
4456700,2021-06-26,17:23,770       Barry Street,Bronx,Bronx County,10474,40.81358,-73.89385,0,0,0,0,0,0,0,0,Unspecified
4456023,2021-09-11,23:18,Surf Avenue,Brooklyn,Kings County,11235,40.575302,-73.98453,1,0,0,0,0,0,1,0,Passing Or Lane Usage Improper
4456810,2021-09-10,13:10,Pitkin Avenue & Grafton Street,Brooklyn,Kings County,11212,40.66843,-73.91919,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456105,2021-09-11,15:45,Saint Clair Place,Manhattan,New York County,10027,40.81701,-73.9595,0,0,0,0,0,0,0,0,Unspecified
4456668,2021-07-08,16:00,2488      Cambreleng Avenue,Bronx,Bronx County,10458,40.85755,-73.882835,0,0,0,0,0,0,0,0,Backing Unsafely
4456867,2021-09-02,19:56,Major Deegan Expressway,Bronx,Bronx County,10453,40.89711,-73.88008,0,0,0,0,0,0,0,0,Unspecified
4456988,2021-09-11,15:45,Bushwick Avenue,Brooklyn,Kings County,11207,40.685795,-73.911644,0,0,0,0,0,0,0,0,Following Too Closely
4456859,2021-09-07,22:30,108 Avenue & Sutphin Boulevard,Queens,Queens County,11435,40.69305,-73.799446,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456663,2021-06-25,14:35,Beach Channel Drive & Hassock Street,Queens,Queens County,11691,40.609535,-73.75372,0,0,0,0,0,0,0,0,Unspecified
4456624,2021-07-08,18:40,Avenue Of The Americas,Manhattan,New York County,10013,40.720627,-74.00522,0,0,0,0,0,0,0,0,Unsafe Lane Changing
4456563,2021-07-04,4:00,91-07     Astoria Boulevard,Queens,Queens County,11369,40.763496,-73.87814,1,0,1,0,0,0,0,0,Unspecified
4456656,2021-07-08,21:19,93 Street & 95 Avenue,Queens,Queens County,11416,40.686646,-73.849075,1,0,0,0,0,0,1,0,Unsafe Speed
4456388,2021-09-11,15:01,101       Corbin Place,Brooklyn,Kings County,11235,40.579445,-73.9544,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456757,2021-09-10,19:00,5 Avenue & East 57 Street,Manhattan,New York County,10019,40.762966,-73.973976,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4455827,2021-09-11,0:20,Van Wyck Expwy,Queens,Queens County,11367,40.76555,-73.83911,3,0,0,0,0,0,3,0,Driver Inexperience
4456511,2021-09-10,10:55,1280      Lexington Avenue,Manhattan,New York County,10028,40.779602,-73.95553,0,0,0,0,0,0,0,0,Backing Unsafely
4456741,2021-09-11,1:39,Ridgewood Avenue & Genesee Avenue,Staten Island,Richmond County,10312,40.553192,-74.164345,0,0,0,0,0,0,0,0,Unsafe Speed
4455973,2021-09-11,18:16,1005      East 174 Street,Bronx,Bronx County,10460,40.836094,-73.883995,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way
4456695,2021-07-08,12:58,3540      Nostrand Avenue,Brooklyn,Kings County,11229,40.59692,-73.94122,0,0,0,0,0,0,0,0,Unspecified
4456420,2021-09-11,22:30,18 Avenue & 58 Street,Brooklyn,Kings County,11204,40.62318,-73.98611,0,0,0,0,0,0,0,0,Unspecified
4456317,2021-09-11,18:55,Liberty Avenue & Barbey Street,Brooklyn,Kings County,11207,40.67562,-73.88826,0,0,0,0,0,0,0,0,Unspecified
4456781,2021-09-07,12:42,2200      8 Avenue,Manhattan,Kings County,10026,40.80609,-73.95414,0,0,0,0,0,0,0,0,Unsafe Speed
4457006,2021-09-10,17:39,White Plains Road & East Gun Hill Road,Bronx,Bronx County,10467,40.87739,-73.8665,1,0,0,0,0,0,0,0,Unsafe Lane Changing
4456149,2021-09-11,19:20,Nostrand Avenue,Brooklyn,Kings County,11235,40.689133,-73.951324,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456667,2021-06-30,19:20,2         East 167 Street,Bronx,Bronx County,10452,40.83604,-73.92222,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper
4456885,2021-09-10,20:19,East 70 Street & 1 Avenue,Manhattan,New York County,10021,40.76649,-73.95696,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456595,2021-07-08,13:26,Manhattan Avenue & Java Street,Brooklyn,Kings County,11222,40.731613,-73.9545,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
4456980,2021-09-11,8:45,294       Pearl Street,Manhattan,New York County,10038,40.708324,-74.00311,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456203,2021-09-11,19:00,730       Linden Boulevard,Brooklyn,Kings County,11203,40.65375,-73.931274,0,0,0,0,0,0,0,0,Unsafe Speed
4456564,2021-07-04,23:50,Beach 17 Street & Seagrit Boulevard,Brooklyn,Kings County,11238,40.68295,-73.9708,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456678,2021-07-01,8:10,22-59     Dix Avenue,Queens,Queens County,11691,40.60675,-73.756645,0,0,0,0,0,0,0,0,Passing Too Closely
4456052,2021-09-11,3:00,Gowanus Ramp,Brooklyn,Kings County,11220,40.644985,-74.017402,0,0,0,0,0,0,0,0,Unspecified
4514217,2022-03-25,9:55,28 Street & 47 Avenue,Queens,Queens County,11101,40.743534,-73.93951,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456903,2021-09-01,19:30,Brewer Boulevard & Baisley Boulevard,Queens,Queens County,11434,40.678364,-73.77949,1,0,1,0,0,0,0,0,Failure To Yield Right-Of-Way
4456982,2021-09-10,15:20,West Street & Watts Street,Manhattan,Kings County,10013,40.724274,-74.01136,1,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456544,2021-09-11,15:30,Staten Island Expressway,Staten Island,Richmond County,10305,40.6032366,-74.0679285,0,0,0,0,0,0,0,0,Following Too Closely
4456104,2021-09-11,14:34,Broadway & West 133 Street,Manhattan,New York County,10031,40.8188,-73.956024,0,0,0,0,0,0,0,0,Driver Inexperience
4456860,2021-09-10,9:00,164-21    109 Avenue,Queens,Queens County,11433,40.69558,-73.788704,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456454,2021-09-11,3:25,Jackson Avenue,Bronx,Bronx County,10455,40.80484,-73.912796,0,0,0,0,0,0,0,0,Unspecified
4455840,2021-09-11,1:00,609       Flatbush Avenue,Brooklyn,Kings County,11225,40.658466,-73.96049,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456235,2021-09-11,11:25,79        West Kingsbridge Road,Bronx,Bronx County,10468,40.868164,-73.90054,1,0,0,0,1,0,0,0,Driver Inattention/Distraction
4455935,2021-09-11,21:30,Flatbush Avenue & Lefferts Avenue,Brooklyn,Kings County,11225,40.66169,-73.96143,2,0,0,0,0,0,2,0,Driver Inexperience
4456710,2021-07-09,12:30,2970      Bronx Park East,Bronx,Bronx County,10467,40.87037,-73.87052,1,0,0,0,1,0,0,0,Driver Inattention/Distraction
4457021,2021-09-05,21:18,114 Drive & Mexico Street,Queens,Queens County,11412,40.69674,-73.76292,5,0,0,0,0,0,5,0,Unspecified
4456296,2021-09-11,3:00,Sheffield Avenue & Hegeman Avenue,Brooklyn,Kings County,11207,40.65958,-73.89247,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456043,2021-09-11,11:30,Bronx River Parkway,Bronx,Bronx County,10467,40.83232,-73.87395,3,0,0,0,0,0,3,0,Unsafe Speed
4456227,2021-09-11,21:35,De Kalb Avenue & Onderdonk Avenue,Queens,Kings County,11385,40.708534,-73.914925,0,0,0,0,0,0,0,0,Unspecified
4456682,2021-07-08,16:04,31-20     21 Avenue,Queens,Queens County,11105,40.777496,-73.90784,0,0,0,0,0,0,0,0,Unspecified
4456576,2021-07-02,14:00,Broadway,Manhattan,New York County,10034,40.83406,-73.944885,1,0,1,0,0,0,0,0,Driver Inattention/Distraction
4456134,2021-09-11,23:20,South Conduit Avenue & 134 Street,Queens,Queens County,11430,40.66615,-73.80575,1,0,0,0,0,0,1,0,Following Too Closely
4456583,2021-07-08,12:25,New England Thruway,Bronx,Westchester County,10803,40.8861139,-73.8048561,1,0,0,0,0,0,1,0,Unspecified
4456605,2021-07-08,15:15,211       West 147 Street,Manhattan,New York County,10039,40.82324,-73.938835,0,0,0,0,0,0,0,0,Passing Too Closely
4456699,2021-07-09,12:22,143 Street & 95 Avenue,Queens,Queens County,11435,40.6974,-73.80952,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way
4456536,2021-09-09,15:15,Staten Island Expressway,Staten Island,Richmond County,10305,40.6032366,-74.0679285,0,0,0,0,0,0,0,0,Unsafe Speed
4456650,2021-07-09,3:25,Merrick Boulevard & Belknap Street,Queens,Queens County,11434,40.67897,-73.75985,0,0,0,0,0,0,0,0,Traffic Control Disregarded
4456752,2021-09-11,2:05,Garretson Avenue & Jefferson Street,Staten Island,Richmond County,10304,40.590313,-74.09794,0,0,0,0,0,0,0,0,Animals Action
4456637,2021-07-09,0:00,11629     Seaview Avenue,Brooklyn,Kings County,11239,40.654343,-73.864204,0,0,0,0,0,0,0,0,Passing Too Closely
4456769,2021-09-11,15:30,Forest Avenue & Clove Road,Staten Island,Richmond County,10310,40.62782,-74.12126,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456786,2021-09-10,21:27,1128      Rockland Avenue,Staten Island,Richmond County,10314,40.592037,-74.15436,2,0,0,0,0,0,2,0,Driver Inattention/Distraction
4456798,2021-09-08,10:10,East 105 Street,Manhattan,New York County,11203,40.79293,-73.950005,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
4456410,2021-09-11,10:00,Cross Bronx Expy,Bronx,New York County,10040,40.8452,-73.916885,1,0,0,0,0,0,1,0,Reaction To Uninvolved Vehicle
4455912,2021-09-11,7:58,70-07     Park Drive East,Queens,Queens County,11367,40.72609,-73.830154,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4455917,2021-09-11,16:25,3 Avenue & East 58 Street,Manhattan,Kings County,10022,40.76092,-73.96704,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4136992,2019-05-21,22:50,Gold Street & Concord Street,Brooklyn,Bronx County,11201,40.69754,-73.98312,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper
4277087,2020-01-21,15:49,Bruckner Blvd & �St 138 Street,Bronx,Bronx County,10454,40.8044025,-73.911466,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4395664,2021-02-26,14:50,2819      Middletown Road,Bronx,Bronx County,10461,40.843464,-73.836,0,0,0,0,0,0,0,0,Unspecified
4397513,2021-03-09,11:00,Court Street & Joralemon Street,Brooklyn,Kings County,11201,40.692547,-73.990974,1,0,0,0,0,0,1,0,Following Too Closely
4403773,2021-03-31,22:20,Ralph Avenue & Avenue K,Brooklyn,Kings County,11234,40.626457,-73.918,1,0,0,0,0,0,1,0,Driver Inexperience
4405244,2021-04-06,22:58,Barclay Avenue & Hylan Boulevard,Staten Island,Richmond County,10312,40.526894,-74.16728,7,0,0,0,0,0,7,0,Failure To Yield Right-Of-Way
4405914,2021-04-09,14:45,Bronx River Parkway,Bronx,Bronx County,10467,40.840775,-73.87246,1,0,0,0,0,0,1,0,Driver Inattention/Distraction
4408191,2021-04-14,13:00,Major Deegan Expressway Ramp,Bronx,Bronx County,10451,40.81166,-73.931423,0,0,0,0,0,0,0,0,Following Too Closely
4407366,2021-04-14,11:00,Cross Island Parkway,Queens,Nassau County,11439,40.694035,-73.72679,1,0,0,0,0,0,1,0,Brakes Defective
4408149,2021-04-16,21:15,Bronx River Parkway Ramp,Bronx,Bronx County,10466,40.887063,-73.865309,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4407778,2021-04-15,13:30,1400      Pelham Parkway South,Bronx,Bronx County,10461,40.857365,-73.84657,0,0,0,0,0,0,0,0,Following Too Closely
4407461,2021-04-14,14:40,Myrtle Avenue,Brooklyn,Kings County,11237,40.698807,-73.91837,0,0,0,0,0,0,0,0,Passing Too Closely
4407407,2021-04-14,21:43,211-20    99 Avenue,Queens,Queens County,11429,40.71402,-73.74827,0,0,0,0,0,0,0,0,Turning Improperly
4407900,2021-04-16,17:40,Garrison Avenue & Longwood Avenue,Bronx,Bronx County,10474,40.815,-73.89402,0,0,0,0,0,0,0,0,Unspecified
4407760,2021-04-16,0:50,Huguenot Avenue,Staten Island,Richmond County,10312,40.55079,-74.20098,0,0,0,0,0,0,0,0,Driver Inexperience
4407746,2021-04-15,10:30,319       De Witt Avenue,Brooklyn,Kings County,11207,40.655903,-73.89817,0,0,0,0,0,0,0,0,Unspecified
4408143,2021-04-16,16:35,Boston Road & Ropes Avenue,Bronx,Bronx County,10475,40.890076,-73.819855,2,0,0,0,0,0,2,0,Unsafe Speed
4407638,2021-04-15,17:20,Glenwood Road & East 108 Street,Brooklyn,Kings County,11236,40.650402,-73.89422,1,0,0,0,0,0,1,0,Following Too Closely
4407958,2021-04-16,21:20,West 94 Street & Broadway,Manhattan,Kings County,10025,40.79335,-73.97275,0,0,0,0,0,0,0,0,Backing Unsafely
4407885,2021-04-16,17:20,Prince Street & Wooster Street,Manhattan,New York County,10012,40.72538,-74.00011,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4407616,2021-04-15,14:30,Broadway & 58 Street,Queens,Queens County,11377,40.75184,-73.90358,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456355,2021-09-11,22:57,Fdr Drive,Manhattan,New York County,10128,40.755516,-73.961105,2,0,0,0,0,0,2,0,Unsafe Speed
4408038,2021-04-16,23:20,East 19 Street & Church Avenue,Brooklyn,Kings County,11226,40.649788,-73.9622,3,0,0,0,0,0,3,0,Unspecified
4408224,2021-04-16,18:15,50        Howard Avenue,Brooklyn,Kings County,11221,40.686928,-73.920815,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4407392,2021-04-14,13:00,950       Grand Street,Brooklyn,Kings County,11211,40.712963,-73.93647,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper
4456603,2021-06-30,11:47,203 Street & 118 Avenue,Queens,Queens County,11412,40.694294,-73.74868,0,0,0,0,0,0,0,0,Passing Too Closely
4407765,2021-04-14,20:14,7 Avenue,Manhattan,Kings County,11205,40.801285,-73.95394,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4407821,2021-04-14,15:16,459       Bay Ridge Avenue,Brooklyn,Kings County,11220,40.633976,-74.02211,1,0,0,0,0,0,1,0,Passing Too Closely
4407971,2021-04-15,19:30,Gowanus Expy (Bqe),Brooklyn,Kings County,11215,40.670296,-73.997604,0,0,0,0,0,0,0,0,Unspecified
4408071,2021-04-16,13:15,Howard Avenue & Blake Avenue,Brooklyn,Kings County,11212,40.66423,-73.919106,0,0,0,0,0,0,0,0,View Obstructed/Limited
4407430,2021-04-14,21:08,558       Morris Avenue,Bronx,Bronx County,10451,40.817696,-73.922615,0,0,0,0,0,0,0,0,Steering Failure
4408259,2021-04-13,20:34,Eastern Parkway & Buffalo Avenue,Brooklyn,Kings County,11213,40.668495,-73.925606,1,0,1,0,0,0,0,0,Failure To Yield Right-Of-Way
4407049,2021-04-13,14:10,146-22    Brewer Boulevard,Queens,Queens County,11434,40.662476,-73.768326,0,0,0,0,0,0,0,0,Unspecified
4408369,2021-04-14,22:00,Rockaway Boulevard & 225 Street,Brooklyn,New York County,10007,40.7127281,-74.0060152,3,0,0,0,0,0,3,0,Unspecified
4407592,2021-04-15,12:16,East Tremont Avenue & White Plains Road,Bronx,Bronx County,10460,40.841087,-73.86447,0,0,0,0,0,0,0,0,Traffic Control Disregarded
4407674,2021-04-15,18:15,Havemeyer Street & South 5 Street,Brooklyn,Kings County,11211,40.70955,-73.95887,0,0,0,0,0,0,0,0,Unspecified
4407708,2021-04-15,19:30,Long Island Expressway,Queens,Queens County,11374,40.733376,-73.86665,1,0,0,0,0,0,1,0,Passing Or Lane Usage Improper
4408396,2021-04-14,21:04,693       Bedford Avenue,Brooklyn,Kings County,11206,40.700356,-73.95732,1,0,0,0,0,0,1,0,Drugs (Illegal)
4407152,2021-04-14,1:40,Bronx River Parkway,Bronx,Bronx County,10467,40.83801,-73.87329,0,0,0,0,0,0,0,0,Other Vehicular
4407862,2021-04-16,18:00,Belt Parkway,Queens,Queens County,11229,40.66584,-73.75551,0,0,0,0,0,0,0,0,Reaction To Uninvolved Vehicle
4407435,2021-04-14,8:30,Whitestone Expressway,Queens,Queens County,11357,40.7927903,-73.8239062,0,0,0,0,0,0,0,0,Following Too Closely
4407636,2021-04-15,12:05,Bell Boulevard,Queens,Queens County,11364,40.761436,-73.76995,1,0,1,0,0,0,0,0,Driver Inattention/Distraction
4407792,2021-04-16,11:00,100-10    Roosevelt Avenue,Queens,Queens County,11368,40.74958,-73.86541,1,0,0,0,1,0,0,0,Turning Improperly
4407853,2021-04-16,17:00,73 Avenue & 184 Street,Queens,Queens County,11366,40.73197,-73.78651,5,0,0,0,0,0,5,0,Traffic Control Disregarded
4408205,2021-04-16,12:00,Van Wyck Expwy,Queens,Queens County,11367,40.76249,-73.839584,0,0,0,0,0,0,0,0,Unspecified
4407945,2021-04-16,20:27,140 Avenue & 155 Street,Queens,Queens County,11434,40.668507,-73.779625,0,0,0,0,0,0,0,0,Unspecified
4408118,2021-04-15,18:25,1411      Schenectady Avenue,Brooklyn,Kings County,11203,40.638268,-73.93187,0,0,0,0,0,0,0,0,Unspecified
4408242,2021-04-12,16:08,Broadway & Stuyvesant Avenue,Brooklyn,Kings County,11221,40.696735,-73.93481,1,0,0,0,0,0,1,0,Unspecified
4407563,2021-04-14,11:55,Bronx River Parkway,Bronx,Bronx County,10467,40.870823,-73.8721,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage
4408098,2021-04-14,1:30,West 35 Street,Brooklyn,New York County,10011,40.574867,-74.00069,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4407169,2021-04-14,3:25,Bronx River Parkway,Bronx,Bronx County,10467,40.866577,-73.8722,3,0,0,0,0,0,3,0,Unsafe Speed
4407798,2021-04-16,8:05,24 Street & 24 Avenue,Queens,Queens County,11102,40.775414,-73.91984,1,0,0,0,0,0,1,0,Following Too Closely
4407797,2021-04-15,20:13,East Tremont Avenue & Park Avenue,Bronx,Bronx County,10457,40.84744,-73.89968,1,0,1,0,0,0,0,0,Driver Inattention/Distraction
4407349,2021-04-14,16:30,Armstrong Avenue & Sycamore Street,Staten Island,Kings County,10308,40.542908,-74.15579,2,0,0,0,0,0,2,0,Failure To Yield Right-Of-Way
4407994,2021-04-14,20:15,Clintonville Street,Queens,Queens County,11357,40.78468,-73.80911,0,0,0,0,0,0,0,0,Passing Too Closely
4408032,2021-04-15,16:37,1582      Flatbush Avenue,Brooklyn,Kings County,11210,40.632416,-73.94724,1,0,1,0,0,0,0,0,Driver Inattention/Distraction
4407478,2021-04-15,6:05,Metropolitan Avenue & Stewart Avenue,Brooklyn,Kings County,11237,40.714207,-73.92817,1,0,0,0,0,0,1,0,Driver Inattention/Distraction
4407924,2021-04-16,8:40,Eliot Avenue & 85 Street,Queens,Queens County,11379,40.727913,-73.873245,1,0,1,0,0,0,0,0,Failure To Yield Right-Of-Way
4408315,2021-04-15,20:15,2013      Williamsbridge Road,Bronx,Bronx County,10461,40.854485,-73.854645,0,0,0,0,0,0,0,0,Turning Improperly
4407892,2021-04-13,23:00,1479      Myrtle Avenue,Brooklyn,Kings County,11237,40.698986,-73.91671,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4408280,2021-04-16,20:55,1051      Riverside Drive,Manhattan,New York County,10032,40.841717,-73.94435,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4408403,2021-04-15,17:25,2400      Hunter Avenue,Bronx,Bronx County,10475,40.861687,-73.82435,0,0,0,0,0,0,0,0,Unspecified
4407753,2021-04-16,6:45,Bushwick Avenue & Grove Street,Brooklyn,Kings County,11221,40.691822,-73.92223,0,0,0,0,0,0,0,0,Reaction To Uninvolved Vehicle
4408003,2021-04-10,12:00,West 180 Street & Andrews Avenue,Bronx,Bronx County,10453,40.856014,-73.91213,0,0,0,0,0,0,0,0,Unspecified
4407497,2021-04-14,15:53,Gerard Avenue,Bronx,Bronx County,10451,40.83383,-73.921234,0,0,0,0,0,0,0,0,Reaction To Uninvolved Vehicle
4408229,2021-04-09,17:00,Madison Street,Brooklyn,New York County,10002,40.68781,-73.9237,0,0,0,0,0,0,0,0,Backing Unsafely
