collision_id,crash_date,crash_time,street_name,borough,county,zip_code,latitude,longitude,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle
4514302,2022-03-20,10:34,West 76 Street & Central Park West,Manhattan,New York County,10024,40.778805,-73.974075,1,0,1,0,0,0,0,0,Backing Unsafely
4513708,2022-03-26,14:54,Avenue Of The Americas & West 31 Street,Manhattan,New York County,10001,40.747894,-73.989174,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper
4514189,2022-03-25,6:35,1700      Cross Bronx Expressway,Bronx,Bronx County,10472,40.83578,-73.871445,0,0,0,0,0,0,0,0,Following Too Closely
4514419,2022-03-25,14:00,Leonard Avenue & Fiske Avenue,Staten Island,Richmond County,10314,40.61763,-74.133575,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4514234,2022-03-21,19:13,Washington Square North,Manhattan,New York County,10012,40.731407,-73.99698,1,0,0,0,1,0,0,0,Driver Inattention/Distraction
4513496,2022-03-26,5:02,Coney Island Avenue & Quentin Road,Brooklyn,Kings County,11223,40.60784,-73.961975,0,0,0,0,0,0,0,0,Fell Asleep
4514266,2022-03-25,9:45,Cross Island Parkway,Queens,Queens County,11439,40.752563,-73.74328,0,0,0,0,0,0,0,0,Unspecified
4513680,2022-03-26,22:54,177       4 Avenue,Brooklyn,Kings County,11217,40.67848,-73.98232,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way
4513861,2022-03-26,21:00,1115      63 Street,Brooklyn,Kings County,11219,40.629475,-74.004166,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4514326,2022-03-26,17:29,Eastern Parkway & Utica Avenue,Brooklyn,Kings County,11213,40.668797,-73.93113,1,0,0,0,0,0,1,0,Driver Inattention/Distraction
4513739,2022-03-26,2:10,West 38 Street & 8 Avenue,Manhattan,New York County,10018,40.754707,-73.99164,1,0,0,0,1,0,0,0,Failure To Yield Right-Of-Way
4514180,2022-03-25,0:00,East Fordham Road & Southern Boulevard,Bronx,Bronx County,10458,40.85713,-73.8808,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4514209,2022-03-26,4:00,Grand Concourse & East 183 Street,Bronx,Bronx County,10468,40.857418,-73.89996,0,0,0,0,0,0,0,0,Unsafe Speed
4513795,2022-03-26,4:34,Central Avenue & 66 Place,Queens,Richmond County,11385,40.702972,-73.888054,0,0,0,0,0,0,0,0,Unsafe Speed
4514297,2022-03-09,11:56,West 84 Street,Manhattan,New York County,10024,40.786366,-73.97598,1,0,1,0,0,0,0,0,Failure To Yield Right-Of-Way
4513572,2022-03-26,14:41,70 Street & 12 Avenue,Brooklyn,Kings County,11228,40.624474,-74.00668,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper
4513591,2022-03-26,18:00,39 Avenue & Bell Boulevard,Queens,Queens County,11361,40.76532,-73.771904,0,0,0,0,0,0,0,0,Unspecified
4514011,2022-03-26,13:30,Avenue U,Brooklyn,Kings County,11223,40.597683,-73.96686,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4513701,2022-03-26,13:20,Saint Johns Avenue & Tompkins Avenue,Staten Island,Kings County,10305,40.609768,-74.06969,1,0,0,0,0,0,1,0,Traffic Control Disregarded
4514155,2022-03-25,21:35,231       East 117 Street,Manhattan,New York County,10035,40.798286,-73.938705,0,0,0,0,0,0,0,0,Following Too Closely
4514334,2022-03-23,21:00,25-03     120 Street,Queens,Queens County,11354,40.776764,-73.848015,0,0,0,0,0,0,0,0,Unspecified
4513548,2022-03-26,12:00,39-34     51 Street,Queens,Queens County,11377,40.747498,-73.91309,0,0,0,0,0,0,0,0,Unspecified
4514046,2022-03-26,13:28,Graham Avenue & Debevoise Street,Brooklyn,Kings County,11206,40.701637,-73.942276,1,0,0,0,0,0,1,0,Following Too Closely
4513581,2022-03-26,19:12,94-39     120 Street,Queens,Queens County,11419,40.69349,-73.826546,0,0,0,0,0,0,0,0,Unsafe Speed
4513772,2022-03-26,21:29,Wetherole Street & 65 Road,Queens,Queens County,11374,40.726463,-73.85943,1,0,1,0,0,0,0,0,Unsafe Speed
4514221,2022-03-25,13:21,East 188 Street & Arthur Avenue,Bronx,Bronx County,10458,40.856434,-73.886826,1,0,0,0,0,0,1,0,Driver Inattention/Distraction
4514277,2022-03-22,8:20,Burke Avenue & Bronx Park East,Bronx,Bronx County,10467,40.87151,-73.87057,1,0,0,0,1,0,0,0,Turning Improperly
4514166,2022-03-26,22:30,386       Clinton Avenue,Brooklyn,Kings County,11238,40.68686,-73.96758,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper
4513691,2022-03-26,11:20,Coney Island Avenue,Brooklyn,Kings County,11235,40.624763,-73.96518,1,0,0,0,0,0,1,0,Alcohol Involvement
4513782,2022-03-26,18:17,130 Avenue & Brookville Boulevard,Queens,Queens County,11422,40.678417,-73.729225,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper
4514390,2022-03-14,10:30,160-18    110 Avenue,Queens,Queens County,11433,40.692596,-73.79078,0,0,0,0,0,0,0,0,Unspecified
4514215,2022-03-26,1:30,Calamus Avenue & 72 Street,Queens,Queens County,11378,40.734486,-73.891754,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4513994,2022-03-26,3:23,2291      New England Thruway,Bronx,Bronx County,10475,40.88399,-73.82641,1,0,0,0,0,0,1,0,Following Too Closely
4513503,2022-03-26,1:45,41        Irving Place,Brooklyn,Kings County,11238,40.683872,-73.95998,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4514151,2022-03-05,14:52,30        Paladino Avenue,Manhattan,New York County,10035,40.799484,-73.92929,0,0,0,0,0,0,0,0,Unspecified
4513655,2022-03-26,20:27,Fulton Street,Manhattan,New York County,10048,40.70839,-74.00482,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper
4514070,2022-03-26,18:19,West 51 Street & 11 Avenue,Manhattan,New York County,10019,40.766502,-73.99418,0,0,0,0,0,0,0,0,Unspecified
4513952,2022-03-26,23:00,115-36    122 Street,Queens,Queens County,11420,40.676304,-73.816284,0,0,0,0,0,0,0,0,Alcohol Involvement
4513827,2022-03-26,18:00,Georgia Avenue & Livonia Avenue,Brooklyn,Kings County,11207,40.66447,-73.89593,0,0,0,0,0,0,0,0,Unsafe Speed
4514285,2022-03-23,20:40,West Street,Manhattan,New York County,10280,40.709835,-74.014885,0,0,0,0,0,0,0,0,Unsafe Speed
4521782,2022-04-24,11:45,Belt Parkway,Brooklyn,Kings County,11229,40.585342,-73.94157,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4457012,2021-09-11,12:01,3         East 31 Street,Manhattan,New York County,10016,40.746395,-73.9856,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper
4457022,2021-09-10,11:00,Ocean Parkway & Avenue M,Brooklyn,Kings County,11230,40.617004,-73.96912,0,0,0,0,0,0,0,0,Unspecified
4456987,2021-09-11,20:15,116       Franklin Street,Manhattan,New York County,10013,40.718662,-74.00615,0,0,0,0,0,0,0,0,Unspecified
4456970,2021-09-09,8:15,590       Dean Street,Brooklyn,Kings County,11238,40.680664,-73.97028,0,0,0,0,0,0,0,0,Backing Unsafely
4485574,2021-12-10,23:07,Bergen Street & Eastern Parkway,Brooklyn,Kings County,11233,40.67392,-73.91012,0,0,0,0,0,0,0,0,Unspecified
4485894,2021-12-10,21:50,Major Deegan Expressway,Bronx,Bronx County,10453,40.806835,-73.924355,0,0,0,0,0,0,0,0,Other Vehicular
4485637,2021-11-27,5:40,1100      East 58 Street,Brooklyn,Kings County,11234,40.627735,-73.920105,0,0,0,0,0,0,0,0,Unspecified
4484930,2021-12-09,5:15,Rockaway Boulevard & Vanwyck Expressway,Queens,Queens County,11436,40.6743736,-73.8020451,1,0,0,0,0,0,1,0,Traffic Control Disregarded
4484996,2021-12-08,12:58,203       Lincoln Road,Brooklyn,Kings County,11225,40.661263,-73.955765,0,0,0,0,0,0,0,0,Unspecified
4484861,2021-12-08,17:50,Cross Bronx Expy,Bronx,New York County,10040,40.844883,-73.907295,0,0,0,0,0,0,0,0,Following Too Closely
4485177,2021-12-10,4:30,30-27     87 Street,Queens,Queens County,11369,40.76104,-73.88162,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4485316,2021-12-10,21:22,Franklin Avenue,Brooklyn,Kings County,11216,40.669777,-73.9583,1,0,1,0,0,0,0,0,Failure To Yield Right-Of-Way
4485668,2021-12-10,8:30,425       Claremont Parkway,Bronx,Bronx County,10457,40.839443,-73.90436,0,0,0,0,0,0,0,0,Unsafe Lane Changing
4485385,2021-12-10,12:15,13 Street & Queens Plaza South,Queens,Queens County,11101,40.75245,-73.94507,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4484892,2021-12-08,14:38,25        Flatbush Avenue,Brooklyn,Kings County,11217,40.687748,-73.980125,0,0,0,0,0,0,0,0,Passing Too Closely
4485246,2021-12-03,13:40,Hutchinson River Parkway,Bronx,Bronx County,10461,40.87356,-73.81853,0,0,0,0,0,0,0,0,Unspecified
4485893,2021-12-10,8:50,800       East 156 Street,Bronx,Bronx County,10455,40.8176,-73.90373,1,0,0,0,0,0,1,0,Other Vehicular
4485586,2021-12-09,19:45,Glenwood Road & East 83 Street,Brooklyn,Kings County,11236,40.638428,-73.91275,0,0,0,0,0,0,0,0,Unspecified
4485696,2021-12-10,16:07,416       West 129 Street,Manhattan,New York County,10027,40.813885,-73.95211,0,0,0,0,0,0,0,0,Unspecified
4485123,2021-12-08,6:37,Verrazano Bridge Upper,Queens,Queens County,11101,40.753702,-73.94712,0,0,0,0,0,0,0,0,Following Too Closely
4485914,2021-12-10,21:20,204       East 84 Street,Manhattan,New York County,10028,40.77733,-73.95456,0,0,0,0,0,0,0,0,Unsafe Speed
4485304,2021-12-10,23:16,Chambers Street,Manhattan,New York County,10007,40.713135,-74.00407,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way
4485055,2021-12-09,17:21,Broadway,Manhattan,New York County,10034,40.775486,-73.98217,2,0,0,0,0,0,2,0,Driver Inattention/Distraction
4485539,2021-12-09,7:30,Boynton Place & West 7 Street,Brooklyn,Kings County,11223,40.591137,-73.97752,0,0,0,0,0,0,0,0,Unspecified
4485241,2021-11-24,23:58,Broadway,Manhattan,New York County,10034,40.865536,-73.92728,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
4485153,2021-12-09,17:00,140       West 58 Street,Manhattan,New York County,10019,40.76551,-73.97795,1,0,0,0,1,0,0,0,Following Too Closely
4484897,2021-12-08,8:15,Ocean Parkway & 18 Avenue,Brooklyn,Kings County,11230,40.63311,-73.97217,0,0,0,0,0,0,0,0,Unspecified
4456035,2021-09-11,2:20,Bronx River Parkway,Bronx,Bronx County,10467,40.823772,-73.87245,1,0,0,0,0,0,1,0,Alcohol Involvement
4456704,2021-07-09,12:00,Ittner Place,Bronx,Bronx County,10457,40.84497,-73.90247,0,0,0,0,0,0,0,0,Passing Too Closely
4456122,2021-09-11,15:25,Verrazano Bridge Upper,Queens,Queens County,11101,40.753702,-73.94712,0,0,0,0,0,0,0,0,Unspecified
4456919,2021-09-10,14:50,Brooklyn Queens Expressway,Brooklyn,Kings County,11104,40.675507,-74.00075,0,0,0,0,0,0,0,0,Unspecified
4456686,2021-07-01,17:45,Beach Channel Drive & Horton Avenue,Queens,Kings County,11691,40.609535,-73.75372,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper
4456588,2021-07-07,13:45,Leroy Street & Bedford Street,Manhattan,New York County,10014,40.730446,-74.00431,0,0,0,0,0,0,0,0,Driver Inexperience
4456879,2021-09-11,12:00,80-25     165 Street,Queens,Queens County,11432,40.721645,-73.8026,0,0,0,0,0,0,0,0,Unspecified
4456573,2021-07-07,17:30,Bruckner Expressway,Bronx,Bronx County,10474,40.853477,-73.82622,0,0,0,0,0,0,0,0,Unspecified
4455749,2021-09-11,2:55,135 Place & 133 Avenue,Queens,Queens County,11420,40.66901,-73.80265,0,0,0,0,0,0,0,0,Alcohol Involvement
4456087,2021-09-11,17:15,694       Forest Avenue,Staten Island,Richmond County,10310,40.629475,-74.1123,1,0,1,0,0,0,0,0,Unspecified
4456941,2021-09-03,17:14,Clinton Street & De Graw Street,Brooklyn,Kings County,11231,40.6843,-73.99724,0,0,0,0,0,0,0,0,Passing Too Closely
4456691,2021-07-08,12:30,Fdr Drive,Manhattan,New York County,10128,40.767612,-73.950005,0,0,0,0,0,0,0,0,Following Too Closely
4456765,2021-08-23,11:50,7 Avenue,Manhattan,Kings County,11205,40.80066,-73.9544,1,0,1,0,0,0,0,0,Driver Inattention/Distraction
4456435,2021-09-11,21:34,Boston Road & Fenton Avenue,Bronx,Bronx County,10469,40.87645,-73.848175,0,0,0,0,0,0,0,0,Turning Improperly
4456181,2021-09-11,11:30,87-46     52 Avenue,Queens,Queens County,11373,40.737865,-73.876144,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper
4456550,2021-09-06,10:34,21 Street & 33 Road,Queens,Queens County,11106,40.764103,-73.93277,1,0,0,0,0,0,1,0,Reaction To Uninvolved Vehicle
4456615,2021-07-08,15:56,Belt Parkway,Queens,Queens County,11229,40.66735,-73.76994,1,0,0,0,0,0,1,0,Other Vehicular
4456647,2021-07-07,23:06,Henry Hudson Parkway,Manhattan,New York County,10034,40.824265,-73.95642,0,0,0,0,0,0,0,0,Passing Too Closely
4455820,2021-09-11,6:51,Greene Avenue,Brooklyn,Kings County,11221,40.702045,-73.9156,0,0,0,0,0,0,0,0,Backing Unsafely
4456845,2021-09-07,12:30,Saint Nicholas Avenue,Manhattan,New York County,10040,40.85306,-73.931,1,0,1,0,0,0,0,0,Driver Inattention/Distraction
4456191,2021-09-11,4:10,West 181 Street & Fort Washington Avenue,Manhattan,New York County,10033,0.0,0.0,0,0,0,0,0,0,0,0,Unspecified
4456586,2021-07-08,9:25,Bushwick Avenue,Brooklyn,Kings County,11207,40.697315,-73.932274,0,0,0,0,0,0,0,0,Turning Improperly
4456718,2021-09-11,6:40,Liberty Avenue,Queens,Queens County,11419,40.679344,-73.859535,0,0,0,0,0,0,0,0,Passing Too Closely
4456821,2021-09-11,17:35,137-65    Queens Boulevard,Queens,Queens County,11435,40.708923,-73.81877,0,0,0,0,0,0,0,0,Unspecified
4456608,2021-07-08,17:17,Rome Avenue & Upton Street,Staten Island,Richmond County,10304,40.60203,-74.09572,1,0,0,0,0,0,1,0,Lost Consciousness
4456531,2021-09-10,3:00,Van Wyck Expwy,Queens,Queens County,11367,40.693787,-73.81173,1,0,0,0,0,0,1,0,Unsafe Speed
4455832,2021-09-11,5:59,East 167 Street & Bryant Avenue,Bronx,Bronx County,10459,40.826767,-73.888855,0,0,0,0,0,0,0,0,Unspecified
4456735,2021-09-09,11:39,Clawson Street & Princeton Avenue,Staten Island,Richmond County,10306,40.56692,-74.116234,1,0,0,0,0,0,1,0,Passing Or Lane Usage Improper
4408019,2021-04-13,17:30,33 St & 31Ave,Queens,New York County,11106,40.7127281,-74.0060152,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456734,2021-09-11,17:40,12 Avenue & 71 Street,Brooklyn,Kings County,11228,40.623913,-74.00726,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4455983,2021-09-11,22:15,Belt Parkway,Brooklyn,Kings County,11229,40.592422,-73.99508,0,0,0,0,0,0,0,0,Following Too Closely
4456323,2021-09-11,7:15,Fulton Street & Schenck Avenue,Brooklyn,Kings County,11207,40.6783,-73.88988,0,0,0,0,0,0,0,0,Unspecified
4456889,2021-09-10,17:00,74 Street & 37 Avenue,Queens,Queens County,11372,40.748962,-73.89176,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456679,2021-07-08,11:33,1222      East 83 Street,Brooklyn,Kings County,11236,40.631508,-73.90506,0,0,0,0,0,0,0,0,Driver Inexperience
4456373,2021-09-11,21:48,Sutphin Boulevard,Queens,Queens County,11434,40.677322,-73.790955,0,0,0,0,0,0,0,0,Alcohol Involvement
4513885,2022-03-26,10:30,Brighton Beach Avenue,Brooklyn,Kings County,11235,40.57666,-73.965836,0,0,0,0,0,0,0,0,Following Too Closely
4456758,2021-09-11,19:00,West 120 Street,Manhattan,New York County,10027,40.804585,-73.94782,1,0,0,0,1,0,0,0,Traffic Control Disregarded
4456498,2021-09-11,22:23,Ogden Avenue & West 164 Street,Bronx,Bronx County,10452,40.832916,-73.92939,0,0,0,0,0,0,0,0,Following Too Closely
4455941,2021-09-11,15:00,222 Street & 93 Road,Queens,New York County,11428,40.722515,-73.73332,1,0,1,0,0,0,0,0,Unspecified
4456778,2021-09-10,10:20,Atlantic Avenue & 111 Street,Queens,Queens County,11419,40.692127,-73.83484,2,0,0,0,0,0,2,0,Failure To Yield Right-Of-Way
4455883,2021-09-11,0:00,Halleck Street & Viele Avenue,Bronx,Bronx County,10474,40.807537,-73.8798,0,0,0,0,0,0,0,0,Traffic Control Disregarded
4456627,2021-07-06,15:01,Bronx Boulevard & East Gun Hill Road,Bronx,Bronx County,10467,40.878128,-73.86944,0,0,0,0,0,0,0,0,Other Vehicular
4456640,2021-07-09,4:00,Grand Central Pkwy,Queens,Queens County,11102,40.75777,-73.854164,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456812,2021-09-10,8:45,940       Rockaway Avenue,Brooklyn,Kings County,11212,40.6569,-73.907486,0,0,0,0,0,0,0,0,Unspecified
4455924,2021-09-11,11:51,Cross Bronx Expy,Bronx,New York County,10040,40.845024,-73.92632,1,0,0,0,0,0,1,0,Driver Inattention/Distraction
4455894,2021-09-11,18:50,Bruckner Boulevard & Tiffany Street,Bronx,Bronx County,10459,40.817795,-73.89319,1,0,0,0,0,0,1,0,Unspecified
4456596,2021-07-02,7:10,Major Deegan Expressway,Bronx,Bronx County,10453,40.81915,-73.93062,1,0,0,0,0,0,1,0,Driver Inexperience
4456742,2021-09-06,13:26,1466      Manor Road,Staten Island,Richmond County,10314,40.591778,-74.12734,0,0,0,0,0,0,0,0,Backing Unsafely
4455969,2021-09-11,5:30,21 Street & 41 Avenue,Queens,Queens County,11101,40.753994,-73.94244,1,0,0,0,0,0,1,0,Following Too Closely
4455841,2021-09-11,12:55,101       Prince Street,Manhattan,New York County,10012,40.724846,-73.999,1,0,0,0,1,0,0,0,Passing Or Lane Usage Improper
4456497,2021-09-11,14:00,Cross Bronx Expy Ramp,Bronx,Bronx County,10452,40.845225,-73.915574,2,0,0,0,0,0,2,0,Following Too Closely
4456711,2021-07-09,12:30,West 147 Street,Manhattan,New York County,10011,40.822933,-73.93813,0,0,0,0,0,0,0,0,Other Vehicular
4456154,2021-09-11,13:00,Fulton Street,Brooklyn,New York County,10048,40.680477,-73.951164,1,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456204,2021-09-11,15:00,Tilden Avenue & East 51 Street,Brooklyn,Kings County,11203,40.648243,-73.929,0,0,0,0,0,0,0,0,Backing Unsafely
4456683,2021-07-08,15:30,Rockaway Parkway & Flatlands Avenue,Brooklyn,Kings County,11236,40.64366,-73.90067,1,0,1,0,0,0,0,0,Driver Inattention/Distraction
4456696,2021-07-09,11:15,Jefferson Avenue,Brooklyn,Kings County,11216,40.6843,-73.94121,0,0,0,0,0,0,0,0,Passing Too Closely
4456521,2021-09-02,10:45,Targee Street,Staten Island,Richmond County,10304,40.602425,-74.091354,1,0,0,0,0,0,1,0,Lost Consciousness
4456865,2021-09-07,17:35,1065      Nostrand Avenue,Brooklyn,Kings County,11225,40.662037,-73.95077,1,0,0,0,0,0,1,0,Driver Inattention/Distraction
4456389,2021-09-11,19:08,Nevins Street & Butler Street,Brooklyn,Kings County,11217,40.68164,-73.98568,0,0,0,0,0,0,0,0,Following Too Closely
4456512,2021-09-11,10:25,1 Avenue & East 93 Street,Manhattan,Kings County,10128,40.781315,-73.94614,0,0,0,0,0,0,0,0,Backing Unsafely
4455860,2021-09-11,14:00,72 Street & 41 Avenue,Queens,Queens County,11377,40.74498,-73.89325,0,0,0,0,0,0,0,0,Unspecified
4456782,2021-08-29,0:12,Victory Boulevard & Harvey Avenue,Staten Island,Richmond County,10314,40.6117,-74.13918,1,0,0,0,0,0,1,0,Driver Inattention/Distraction
4455949,2021-09-11,23:48,Flatbush Avenue & Avenue O,Brooklyn,Kings County,11234,40.616295,-73.92991,0,0,0,0,0,0,0,0,Unsafe Speed
4456097,2021-09-11,1:45,18 Avenue & College Point Boulevard,Queens,Queens County,11356,40.78322,-73.84586,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way
4456623,2021-07-08,17:13,1851      Adee Avenue,Bronx,Bronx County,10469,40.87122,-73.83709,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456775,2021-09-09,11:39,86 Street & 103 Avenue,Queens,Queens County,11416,40.680077,-73.852684,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way
4456664,2021-07-06,19:00,1908      Prospect Avenue,Bronx,Bronx County,10457,40.843384,-73.88987,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456370,2021-09-11,17:19,146 Street,Queens,Queens County,11436,40.680023,-73.794624,0,0,0,0,0,0,0,0,Passing Too Closely
4456567,2021-07-06,18:00,133       Milton Street,Brooklyn,Kings County,11222,40.72937,-73.955444,0,0,0,0,0,0,0,0,Obstruction/Debris
4456628,2021-07-05,17:20,Elton Street & Jamaica Avenue,Brooklyn,Kings County,11208,40.683754,-73.88565,0,0,0,0,0,0,0,0,Driver Inexperience
4456844,2021-09-11,9:10,Dunlop Avenue,Queens,Queens County,11412,40.70413,-73.76984,0,0,0,0,0,0,0,0,Turning Improperly
4455985,2021-09-11,21:45,Avenue P & Coney Island Avenue,Brooklyn,Kings County,11223,40.609985,-73.96239,0,0,0,0,0,0,0,0,Unspecified
4456655,2021-07-09,6:51,Sutter Avenue & Sheridan Avenue,Brooklyn,Kings County,11208,40.673676,-73.86576,1,0,1,0,0,0,0,0,View Obstructed/Limited
4456058,2021-09-11,21:00,Lexington Avenue & East 42 Street,Manhattan,New York County,10168,40.751442,-73.97606,1,0,0,0,0,0,1,0,Unspecified
4456600,2021-07-08,14:30,1         Orchard Beach Road,Bronx,Bronx County,10464,40.86514,-73.801544,1,0,0,0,0,0,1,0,Unspecified
4455907,2021-09-11,18:38,70-31     108 Street,Queens,Queens County,11375,40.72218,-73.84406,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper
4456549,2021-09-11,15:28,90        Paladino Avenue,Manhattan,New York County,10035,40.797924,-73.9296,0,0,0,0,0,0,0,0,Unspecified
4456897,2021-09-05,16:40,62 Street,Brooklyn,Queens County,11219,40.626373,-73.99754,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456407,2021-09-11,5:26,West Gun Hill Road,Bronx,Bronx County,10467,40.883133,-73.882095,1,0,0,0,0,0,1,0,Lost Consciousness
4456480,2021-09-11,12:30,4526      Bronx Boulevard,Bronx,Bronx County,10470,40.90222,-73.85589,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage
4456829,2021-09-10,12:10,Union Turnpike & 181 Street,Queens,Queens County,11366,40.72717,-73.78739,0,0,0,0,0,0,0,0,Backing Unsafely
4456660,2021-06-26,10:30,31-29     Dwight Avenue,Queens,Queens County,11691,40.600792,-73.76711,0,0,0,0,0,0,0,0,Unspecified
4456715,2021-07-01,21:00,Jerome Avenue,Bronx,Bronx County,10468,40.84434,-73.91475,0,0,0,0,0,0,0,0,Unsafe Lane Changing
4408080,2021-04-16,17:55,Broadway & Conway Street,Brooklyn,Kings County,11233,40.67922,-73.90405,0,0,0,0,0,0,0,0,Unspecified
4456543,2021-09-11,13:10,129       East 123 Street,Manhattan,New York County,10035,40.802982,-73.93815,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456592,2021-07-04,0:58,145       Java Street,Brooklyn,Kings County,11222,40.731544,-73.955315,1,0,1,0,0,0,0,0,Driver Inattention/Distraction
4456140,2021-09-11,2:38,111-48    Vanwyck Expressway,Queens,Queens County,11420,40.683323,-73.80648,1,0,1,0,0,0,0,0,Unsafe Speed
4456577,2021-07-04,21:00,Franklin Street & India Street,Brooklyn,Kings County,11222,40.732006,-73.95795,1,0,0,0,1,0,0,0,Alcohol Involvement
4456200,2021-09-11,18:00,Linden Boulevard & East 91 Street,Brooklyn,Kings County,11212,40.6544,-73.92044,1,0,0,0,0,0,1,0,Failure To Yield Right-Of-Way
4456687,2021-07-02,16:45,57-07     Shore Front Parkway,Queens,Queens County,11692,40.589592,-73.786385,0,0,0,0,0,0,0,0,Unsafe Speed
4456076,2021-09-11,15:10,East 22 Street,Manhattan,New York County,11203,40.736164,-73.97891,0,0,0,0,0,0,0,0,Traffic Control Disregarded
4456692,2021-07-03,10:18,Deerfield Road & Beach 29 Street,Queens,Kings County,11691,40.59723,-73.76237,1,0,0,0,0,0,1,0,Failure To Yield Right-Of-Way
4456921,2021-09-11,14:40,Hamilton Avenue & Court Street,Brooklyn,Kings County,11231,40.67393,-73.999954,2,0,0,0,0,0,2,0,Driver Inattention/Distraction
4456350,2021-09-11,2:00,Cross Bronx Expy,Bronx,New York County,10040,40.840153,-73.88572,0,0,0,0,0,0,0,0,Unsafe Speed
4456751,2021-09-11,23:00,Hastings Street,Staten Island,Richmond County,11235,40.599503,-74.067116,0,0,0,0,0,0,0,0,Unspecified
4456619,2021-07-04,8:00,851       Noble Avenue,Bronx,Bronx County,10473,40.822456,-73.868065,0,0,0,0,0,0,0,0,Unspecified
4456001,2021-09-11,15:30,2014      West 4 Street,Brooklyn,Kings County,11223,40.59841,-73.97592,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456560,2021-09-11,14:30,84-22     91 Street,Queens,Queens County,11421,40.697083,-73.85476,0,0,0,0,0,0,0,0,Passing Too Closely
4456632,2021-07-08,6:00,4203      Oneida Avenue,Bronx,Bronx County,10470,40.896385,-73.87246,0,0,0,0,0,0,0,0,Turning Improperly
4456853,2021-08-11,0:01,105 Avenue,Queens,Kings County,11205,40.695637,-73.80372,0,0,0,0,0,0,0,0,Unsafe Speed
4456250,2021-09-11,9:30,Brooklyn Queens Expressway,Brooklyn,Kings County,11104,40.69982,-73.996254,0,0,0,0,0,0,0,0,Passing Too Closely
4456750,2021-09-11,16:40,Jefferson Street,Staten Island,Richmond County,11221,40.590313,-74.09794,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper
4456089,2021-09-11,18:05,Whitestone Expressway,Queens,Queens County,11357,40.787544,-73.82394,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way
4456279,2021-09-11,2:00,Shepherd Avenue & Glenmore Avenue,Brooklyn,Kings County,11208,40.67539,-73.88113,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4456768,2021-09-07,8:03,331       Bay Street,Staten Island,Richmond County,10301,40.634007,-74.07516,1,0,0,0,1,0,0,0,Driver Inattention/Distraction
4456183,2021-09-11,13:53,77-00     Queens Boulevard,Queens,Queens County,11373,40.73844,-73.88628,0,0,0,0,0,0,0,0,Backing Unsafely
4456582,2021-07-08,11:50,Bradley Avenue & North Gannon Avenue,Staten Island,Richmond County,10314,40.60855,-74.13216,2,0,0,0,0,0,2,0,Driver Inattention/Distraction
4456789,2021-09-11,14:00,2505      Richmond Avenue,Staten Island,Richmond County,10314,40.58573,-74.16865,0,0,0,0,0,0,0,0,Driver Inattention/Distraction
4455757,2021-09-11,7:09,Bedford Avenue & Avenue U,Brooklyn,Kings County,11229,40.599907,-73.94664,1,0,0,0,0,0,1,0,Unspecified
4456604,2021-07-08,15:40,1871      Park Avenue,Manhattan,New York County,10035,40.806713,-73.93782,0,0,0,0,0,0,0,0,Driver Inexperience
